更新时间,#genre#
20251219 01:36,url


RespoTime,whitelist,#genre#
242.38ms,WZTV-DT1,https://fl1.moveonjoy.com/TN_Nashville_FOX/index.m3u8
242.39ms,靖天综合,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv046
242.40ms,好消息贰频特,http://zb.hpc.tw/smtv.php?id=good2_twn
242.40ms,Aura,http://zb.hpc.tw/smtv.php?id=Aura
242.42ms,[BD]影迷數位電影,https://stream1.freetv.fun/ying-mi-shu-wei-dian-ying-9.m3u8
242.54ms,Baby TV,http://zb.hpc.tw/smtv.php?id=babytv_twn
242.56ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-7.ctv
242.56ms,[VGA]OUtdoor *a,https://stream1.freetv.fun/outdoor--a-1.m3u8
242.56ms,CCTV15,https://stream1.freetv.fun/1fb9b8c68cdc4c18d756b5fb61316915d0e4de2daa80ffd61508ad252acd7a66.m3u8
242.60ms,[HD]ช่อง nba tv,https://stream1.freetv.fun/ch-ng-nba-tv-1.m3u8
242.63ms,[VGA]哈尔滨新闻,https://stream1.freetv.fun/ha-er-bin-xin-wen-3.m3u8
242.67ms,CCTV11,https://stream1.freetv.fun/883cf5ed5a80c6930564927ac008c9239378987db7d355ae42e6634b9dc86bbc.m3u8
242.68ms,[BD]靖天歡樂,https://stream1.freetv.fun/jing-tian-huan-le-9.m3u8
242.69ms,DW,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/index.m3u8
242.76ms,中视经典频特,http://zb.hpc.tw/smtv.php?id=zhongshi_twn
242.77ms,大时代粤壹33,https://cdn9.ryplay9.com/20240922/8260_4d923cba/index.m3u8
242.78ms,天地剑心07集,http://cjx.999315.xyz/yzzy/20251026/4016_f04cd739/index.m3u8
242.79ms,[BD]asianet,https://stream1.freetv.fun/asianet-2.ctv
242.80ms,故乡的原风景,https://vd2.bdstatic.com/mda-kc4eh79vqhm2gyxh/sc/mda-kc4eh79vqhm2gyxh.mp4
242.81ms,我的身体里住了只凤凰第1-20集,https://v.gsuus.com/play/penKv8Wa/index.m3u8
242.82ms,CGTN法语,https://0472.org/hls/cgtnf.m3u8
242.85ms,[BD]pll network,https://stream1.freetv.fun/pll-network-1.m3u8
242.90ms,PBC Tapesh TV (720p),https://iptv.tapesh.tv/tapesh/playlist.m3u8
242.95ms,[BD]arirang tv,https://stream1.freetv.fun/arirang-tv-17.m3u8
242.95ms,相亲★1,https://vd3.bdstatic.com/mda-ki5quadqsdi1tk9e/mda-ki5quadqsdi1tk9e.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3024484252&vid=10808391094376007907&auth_key=1655295624-0-0-6fb10727b6c3c195f08ff9bebe036cd0&bcevod_channel=searchbox_feed
242.95ms,苹果香-黑大婶,https://vd3.bdstatic.com/mda-qgaj93dj9x88h5t5/hd/cae_h264/1720705165541140884/mda-qgaj93dj9x88h5t5.mp4
242.97ms,山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-7.m3u8
243.03ms,HOY77,https://mgev.188766.xyz/?migutoken=f1f9a65c20abed31653ab9b170b25e52&id=hk_hoy&type=dy
243.04ms,捐助后传,https://vd3.bdstatic.com/mda-kbsrpz9zmbbvznjw/hd/mda-kbsrpz9zmbbvznjw.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
243.04ms,[BD]tokyo mx チャンネル,https://stream1.freetv.fun/tokyo-mx-chiyanneru-1.m3u8
243.05ms,[BD]凉山新闻综合,https://stream1.freetv.fun/liang-shan-xin-wen-zong-he-3.m3u8
243.07ms,浙江卫视,https://stream1.freetv.fun/3674992f7e26c934871ca5ce9cdcf0be39a13a863c537f76b3ac22cc10e61e11.m3u8
243.08ms,重庆卫视,https://stream1.freetv.fun/0ac1193cee60cff10162574344db89dfa7b137be99c86bc18ba567ec8db22c5e.m3u8
243.09ms,[BD]tvbs台劇,https://stream1.freetv.fun/tvbstai-ju-6.m3u8
243.10ms,靖天电影,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv061
243.10ms,VOA TV Africa (1080p),https://voa-ingest.akamaized.net/hls/live/2033874/tvmc06/playlist.m3u8
243.20ms,叶筱萱《爱到最后是孤独》,https://vd4.bdstatic.com/mda-mh9fjm2j86uyymfa/1080p/cae_h264/1628593607912074882/mda-mh9fjm2j86uyymfa.mp4
243.21ms,天津卫视,https://stream1.freetv.fun/ce7dc064a1aba74e5cd30069e9b8c51e958bb5e4e6804b5070d1ce3e76ab7226.m3u8
243.22ms,视纳华仁纪实,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv013
243.26ms,[BD]mbc 1,https://stream1.freetv.fun/mbc-1-1.m3u8
243.29ms,[BD]amc電影,https://stream1.freetv.fun/amcdian-ying-2.m3u8
243.30ms,RTHK-31频特,http://zb.hpc.tw/smtv.php?id=rhk31_twn
243.30ms,宁夏卫视,https://stream1.freetv.fun/ee969918364f2f6e6bc56062125c9687ec7ffb6a2db0d4dda27be1eb74a692ac.m3u8
243.31ms,CBS News 24/7 (720p),https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_24.m3u8
243.33ms,小九老乐,https://vd3.bdstatic.com/mda-maqs355itqp221rx/v2-hknm/hd/mda-maqs355itqp221rx.mp4?pd=19&vt=1
243.38ms,[BD]博斯魅力,https://stream1.freetv.fun/bo-si-mei-li-1.m3u8
243.42ms,唐朝诡事录28,http://cjx.999315.xyz/yzzy/20251119/6853_f26ecc6e/index.m3u8
243.46ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-8.ctv
243.50ms,[BD]博斯運動ii,https://stream1.freetv.fun/bo-si-yun-dong-ii-3.m3u8
243.51ms,[BD]al jazeera mubasher,https://stream1.freetv.fun/al-jazeera-mubasher-2.m3u8
243.54ms,dj舞曲英雄泪,https://vd3.bdstatic.com/mda-mkt45tnypacz3smk/sc/cae_h264/1638069225501294830/mda-mkt45tnypacz3smk.mp4
243.54ms,[HD]global tv,https://stream1.freetv.fun/global-tv-2.m3u8
243.54ms,3D-4视觉效果,https://vd2.bdstatic.com/mda-kmtfv6y5gctpa35w/sc/mda-kmtfv6y5gctpa35w.mp4
243.59ms,民视台湾,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv001
243.61ms,凤凰中文,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8
243.65ms,DJ《等爱》,https://vd2.bdstatic.com/mda-mfhh1e0hwq212rrt/sc/h264/1623988905898256147/mda-mfhh1e0hwq212rrt.mp4
243.66ms,WKCF-DT1,https://fl1.moveonjoy.com/CW_ORLANDO/index.m3u8
243.66ms,CCTV6,https://stream1.freetv.fun/8c65be00fb9a378a6a5a606c01cceff3493b559a8452a4e99d70670674d25bf4.m3u8
243.68ms,运城科技教育,https://stream1.freetv.fun/yun-cheng-ke-ji-jiao-yu-2.m3u8
243.68ms,甘肃卫视,https://stream1.freetv.fun/7dc6cfd155003e65e0415fd5a30e0d203207058b6a0bed9df054b7c00e211234.m3u8
243.71ms,ערוץ 13,https://d2xg1g9o5vns8m.cloudfront.net/out/v1/0855d703f7d5436fae6a9c7ce8ca5075/index.m3u8
243.72ms,河南卫视,https://stream1.freetv.fun/ce126a81af6a4e9f4d046606f226074892a461501185cb98bcd54f1db14a3b91.m3u8
243.72ms,BBC World News,http://zb.hpc.tw/smtv.php?id=bbcnews_twn
243.74ms,[BD]trace urban,https://stream1.freetv.fun/trace-urban-12.m3u8
243.77ms,靖天卡通频特,http://zb.hpc.tw/smtv.php?id=jingtiancartoon_twn
243.78ms,美亚电影频特,http://zb.hpc.tw/smtv.php?id=meiyamovie_twn
243.79ms,[BD]河南卫视,https://stream1.freetv.fun/he-nan-wei-shi-33.m3u8
243.82ms,变形金刚视觉,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
243.85ms,[BD]rt français,https://stream1.freetv.fun/rt-francais-1.m3u8
243.91ms,傅梦彤-《潮汐》,https://vd3.bdstatic.com/mda-nbt74ab6ftkdwgwq/hd/cae_h264_delogo/1646024713670431428/mda-nbt74ab6ftkdwgwq.mp4
243.96ms,[HD]thai pbs 3,https://stream1.freetv.fun/thai-pbs-3-1.m3u8
243.96ms,兵团卫视,https://stream1.freetv.fun/11cd528da0063d7ef3db744cdc208904f48127c954b57c0ddec15afbe9f12dc4.m3u8
243.97ms,WWE,https://stream1.freetv.fun/wwe-4.m3u8
244.00ms,吉林卫视,https://stream1.freetv.fun/38240e72b022695ae8540afd97ceab0e05e41c051da4785343d3a0fb1e3bbd80.m3u8
244.01ms,湖南教育,https://stream1.freetv.fun/hu-nan-jiao-yu-6.ctv
244.01ms,张国荣合集2,https://vd2.bdstatic.com/mda-na8hrvu9tk4svhrf/sc/cae_h264_delogo/1642260080397657076/mda-na8hrvu9tk4svhrf.mp4
244.06ms,Skynews,http://zb.hpc.tw/smtv.php?id=skynews_twn
244.10ms,宁夏卫视,https://stream1.freetv.fun/34a63287556c44de75ad5a6ef9343c0d913325efeabaa26afcedd46095d60019.m3u8
244.15ms,草蜢乐队合集,https://vd3.bdstatic.com/mda-pab6g9c7wiiqtrga/hd/cae_h264/1673505526767573188/mda-pab6g9c7wiiqtrga.mp4
244.18ms,YTN DMB,http://zb.hpc.tw/smtv.php?id=ytndmb_korea
244.20ms,[HD]hallmark movies more,https://stream1.freetv.fun/hallmark-movies-more-3.m3u8
244.20ms,[HD]classica古典樂,https://stream1.freetv.fun/classicagu-dian-le-4.m3u8
244.21ms,Apps TV,http://zb.hpc.tw/smtv.php?id=appongoogle_korea
244.23ms,UCTV University of California (720p) [Not 24/7],https://59e8e1c60a2b2.streamlock.net/509/509.stream/playlist.m3u8
244.23ms,生物多样视觉,https://vd3.bdstatic.com/mda-ne6irx2irbjbbr6v/sc/cae_h264/1651932935194074079/mda-ne6irx2irbjbbr6v.mp4
244.24ms,[BD]靖天綜合,https://stream1.freetv.fun/jing-tian-zong-he-7.m3u8
244.29ms,[HD]inside outside,https://stream1.freetv.fun/inside-outside-2.m3u8
244.29ms,刀郎-手心里的温柔,https://vd4.bdstatic.com/mda-kj18fhzhecfm9trb/hd/mda-kj18fhzhecfm9trb.mp4
244.30ms,粤语剧场版52,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c4612d0714da01037001993f1cf5b9_258.mp4
244.32ms,广东珠江,https://stream1.freetv.fun/967c330a56e8f2fed10ea053ac29b132d29e323680b5e20a53e3af6bcf7b2f54.m3u8
244.32ms,Wild 'N Out,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d48678d34ceb37d3c458a55/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d3730-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a03cd523-0223-48b3-aeb7-ce7ca6c2de02
244.33ms,水龙吟第33集,http://cjx.999315.xyz/yzzy/20251113/23017_1a3bdfab/index.m3u8
244.34ms,[BD]山西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-90.m3u8
244.34ms,[BD]музыка первого,https://stream1.freetv.fun/muzyka-pervogo-1.m3u8
244.37ms,经典dj《站台》,https://vd2.bdstatic.com/mda-mju7bud6vwuub0nq/hd/cae_h264_nowatermark/1635484907845663119/mda-mju7bud6vwuub0nq.mp4
244.42ms,浙江生活,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-7.ctv
244.45ms,我期待的不是雪-张妙格,https://vd2.bdstatic.com/mda-qb45sac8anwh1376/hd/cae_h264/1707204551077041569/mda-qb45sac8anwh1376.mp4
244.47ms,[BD]博斯魅力,https://stream1.freetv.fun/bo-si-mei-li-8.m3u8
244.50ms,Sun TV India,http://zb.hpc.tw/smtv.php?id=suntv_raj
244.54ms,新歌上线,https://vd4.bdstatic.com/mda-nc005jwr87jrdssh/sc/cae_h264_delogo/1646179767551234681/mda-nc005jwr87jrdssh.mp4
244.54ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-4.m3u8
244.56ms,唐朝诡事录20,http://cjx.999315.xyz/yzzy/20251115/6588_565e8a41/index.m3u8
244.60ms,暗里着迷-亮声,https://vd2.bdstatic.com/mda-nj0ahm6t2ib5n2jy/720p/h264/1664610158927030550/mda-nj0ahm6t2ib5n2jy.mp4
244.61ms,dj新歌句句在理,https://vd4.bdstatic.com/mda-ncmb65kfdfysdq4g/sc/cae_h264_delogo/1647946141035592767/mda-ncmb65kfdfysdq4g.mp4
244.63ms,ASTROQJ*,https://stream1.freetv.fun/astro-qj-5.m3u8
244.64ms,[BD]ht spor,https://stream1.freetv.fun/ht-spor-2.m3u8
244.66ms,西藏卫视,https://stream1.freetv.fun/f472b7f1026488727d44969d797eb060aa375af68479fe9b1359d81927da37f4.m3u8
244.68ms,DJ情歌,https://vd2.bdstatic.com/mda-mm67ychk60q5n0d1/sc/cae_h264/1638893384360470440/mda-mm67ychk60q5n0d1.mp4
244.72ms,民视综艺,http://xtvantsc.xyz/litv_ts.php?id=4gtv-4gtv004
244.72ms,新世纪舞曲,https://vd4.bdstatic.com/mda-mkq704rtr59i9jtj/sc/cae_h264/1637823373696903055/mda-mkq704rtr59i9jtj.mp4
244.76ms,LiveNow from Fox (1080p),https://d3tlzddkbbpp5n.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-9uzjfw11uj9nn/b3bd0bc8-906e-470e-8f4a-94558dfb0442/3.m3u8
244.78ms,CCTV6,https://stream1.freetv.fun/4cb45951cae51c9b1f16b705c4417c13937bb49c35804a4f95e9f3478b5a9a92.m3u8
244.79ms,甘肃卫视,https://stream1.freetv.fun/af10d63ec7a9c20050b6367c0d8add663bddae804387f2f3df4ff9f0e6ecf4e9.m3u8
244.80ms,[BD]dltv 7 (1080p),https://stream1.freetv.fun/dltv-7-1.m3u8
244.84ms,Thairath,http://zb.hpc.tw/smtv.php?id=thairath_pat
244.86ms,[SD]pluto tv comedy movies,https://stream1.freetv.fun/pluto-tv-comedy-movies-1.m3u8
244.89ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-40.ctv
244.91ms,终结者频视觉,https://vd3.bdstatic.com/mda-jk1hupziz0524rq1/mda-jk1hupziz0524rq1.mp4
244.92ms,Hits,http://zb.hpc.tw/smtv.php?id=Hits
244.93ms,舞曲视频4,https://vd2.bdstatic.com/mda-mkn56h2g8ux3dtxq/sc/cae_h264/1637642599802363137/mda-mkn56h2g8ux3dtxq.mp4
244.93ms,荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-6.m3u8
244.96ms,Fashion TV,http://zb.hpc.tw/smtv.php?id=fashiontv_twn
245.00ms,第一财经,https://stream1.freetv.fun/di-yi-cai-jing-6.ctv
245.01ms,游戏风云,https://www.freetv.top/migu/790188417.m3u8?migutoken=4bb23a171d4d63d4362dfba9a795c0f4ae95e2190f17a502e900947df23bda8e7a18b21aa9e6b578071ed4ced654a44a80d0fb8970ac8330432d19255fb721f3c1ee552fa186e2c9427e18e082
245.07ms,[BD]公視戲劇,https://stream1.freetv.fun/gong-shi-xi-ju-5.m3u8
245.08ms,舞曲视频,https://vd2.bdstatic.com/mda-mm25g3080p08di8w/sc/cae_h264/1638529553032232968/mda-mm25g3080p08di8w.mp4
245.13ms,北京卫视,https://stream1.freetv.fun/d18ac7322433ae76836423994d1d40f1dff4c48870969cd9c11b11b7b89cc1c3.m3u8
245.14ms,民视,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv002
245.16ms,[BD]内江资中综合,https://stream1.freetv.fun/nei-jiang-zi-zhong-zong-he-1.m3u8
245.23ms,[SD]rtp áfrica,https://stream1.freetv.fun/rtp-africa-2.m3u8
245.23ms,[BD]cgtn arabic,https://stream1.freetv.fun/cgtn-arabic-2.m3u8
245.25ms,不再痴情-黄静美,https://vd2.bdstatic.com/mda-mguiyws4cia6d0rf/1080p/cae_h264/1627568961141809995/mda-mguiyws4cia6d0rf.mp4
245.25ms,[HD]newflix,https://stream1.freetv.fun/newflix-1.m3u8
245.30ms,堕-戴羽彤,https://vd3.bdstatic.com/mda-pe8yinxx1y1dpsxk/720p/h264/1683673132967321820/mda-pe8yinxx1y1dpsxk.mp4
245.34ms,民视闽南频特,http://zb.hpc.tw/smtv.php?id=ftvhd_taiwan
245.37ms,YTA TV,https://yta.unitedteleports.tv/hls/YTA.m3u8
245.41ms,CBBC,http://zb.hpc.tw/smtv.php?id=cbbc_antik
245.45ms,沉默是金,https://vd3.bdstatic.com/mda-mh05cp7e5775a9z2/sc/cae_h264/1627790223084175256/mda-mh05cp7e5775a9z2.mp4
245.45ms,[VGA]aastha tamil,https://stream1.freetv.fun/aastha-tamil-1.m3u8
245.48ms,负心的你,https://vd4.bdstatic.com:443/mda-mcbs0hpjpkpwethe/1080p/h264_cae/1620492489548087433/mda-mcbs0hpjpkpwethe.mp4
245.50ms,张国荣合集1,https://vd3.bdstatic.com/mda-na9i15iap05efpff/sc/cae_h264_delogo/1641828605628346695/mda-na9i15iap05efpff.mp4
245.50ms,下沙-游鸿明,https://vd3.bdstatic.com/mda-nj0br2cz06fh2jgb/sc/cae_h264/1664612575982009744/mda-nj0br2cz06fh2jgb.mp4
245.50ms,[BD]龍華電影,https://stream1.freetv.fun/long-hua-dian-ying-5.m3u8
245.61ms,CCTV5,https://stream1.freetv.fun/f5fbe05fdb9ae9252318a12da765eef21846a6f0c9d3e9af9cf2704c71e81d12.m3u8
245.72ms,DJ给我一把爱情火,https://vd2.bdstatic.com/mda-ncg42rnzxats8h83/cae_h264_delogo/1647486932330653636/mda-ncg42rnzxats8h83.mp4
245.73ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-17.ctv
245.78ms,韩磊和模仿者演唱《等待》,https://vd4.bdstatic.com/mda-kecnpbu2bmvydajf/v1-cae/sc/mda-kecnpbu2bmvydajf.mp4
245.81ms,[BD]telepace 2,https://stream1.freetv.fun/telepace-2-1.m3u8
245.86ms,[HD]BBC News *tt,https://stream1.freetv.fun/bbc-news--tt-1.m3u8
245.99ms,[HD]海宁生活服务,https://stream1.freetv.fun/hai-zhu-sheng-huo-fu-wu-1.m3u8
246.01ms,孟庭苇合集,https://vd4.bdstatic.com/mda-pah0g785da3bd8cg/hd/cae_h264/1674003403215729852/mda-pah0g785da3bd8cg.mp4
246.02ms,NHKBS1,http://zb.hpc.tw/smtv.php?id=nhkbs1_japan
246.11ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-21.ctv
246.12ms,一曲相思-阿悠悠,https://vd3.bdstatic.com/mda-ki7sjxd6gz7s9zgz/hd/mda-ki7sjxd6gz7s9zgz.mp4
246.13ms,DJ版《一个人挺好》,https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4
246.19ms,dj舞曲交流,https://vd2.bdstatic.com/mda-majhhns1q3ggkdi6/v1-cae/sc/mda-majhhns1q3ggkdi6.mp4
246.22ms,西藏卫视,https://stream1.freetv.fun/b718607feb115c74177b3dddec244d926258c77380863ab51f0427f4e0127602.m3u8
246.24ms,[BD]中視菁采,https://stream1.freetv.fun/zhong-shi-jing-cai-13.m3u8
246.31ms,高山青,https://vd2.bdstatic.com/mda-nbekkfmj84v41mdb/fhd/cae_h264_nowatermark_delogo/1645045236575576660/mda-nbekkfmj84v41mdb.mp4
246.32ms,支持作者,https://vd2.bdstatic.com/mda-rkaittscnuukharr/sc/cae_h264/1762869917385606027/mda-rkaittscnuukharr.mp4
246.36ms,[BD]好消息,https://stream1.freetv.fun/hao-xiao-xi-22.m3u8
246.37ms,DJ版《望爱却步》,https://vd4.bdstatic.com/mda-mh3ei4sg2jypty79/1080p/cae_h264/1628072927342489970/mda-mh3ei4sg2jypty79.mp4
246.42ms,嵊州新闻综合,https://stream1.freetv.fun/sheng-zhou-xin-wen-zong-he-1.m3u8
246.45ms,《爱你到最后一刻》,https://vd3.bdstatic.com/mda-mhr9c7q9xzgy1812/1080p/cae_h264/1630062648077583523/mda-mhr9c7q9xzgy1812.mp4
246.46ms,DJ版《时间会知道你好不好》,https://vd3.bdstatic.com/mda-mhairve7gvye1192/1080p/cae_h264/1629457148988604256/mda-mhairve7gvye1192.mp4
246.48ms,[BD]scream in,https://stream1.freetv.fun/scream-in-2.m3u8
246.49ms,好消息2*,https://stream1.freetv.fun/hao-xiao-xi-2-1.m3u8
246.49ms,Auction Hunters,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5ede45d077746000072be0fe/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1c7952-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=419716ea-defd-40f9-9cfe-81ca78138875
246.54ms,宁夏卫视,http://j.x.bkpcp.top/jx/NXWS
246.55ms,FIFA+ United States (720p),https://d2w9q46ikgrcwx.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-of5cbk3sav3w5/v1/sysdata_s_p_a_fifa_7/samsungheadend_us/latest/main/hls/playlist.m3u8
246.58ms,台视,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv066
246.68ms,凤凰台上34集,http://cjx.999315.xyz/yzzy/20251202/10543_0169cf88/index.m3u8
246.71ms,tpbs,http://zb.hpc.tw/smtv.php?id=tpbs_pat
246.77ms,[HD]music tv,https://stream1.freetv.fun/music-tv-2.ctv
246.80ms,ELTA体2频特,http://zb.hpc.tw/smtv.php?id=eltasport2_twn
246.83ms,无线明珠频特,http://zb.hpc.tw/smtv.php?id=pearl_twn
246.84ms,海市蜃楼 - 一颗狼星,https://vd3.bdstatic.com/mda-pcp5fx5bfrctx9pu/sc/cae_h264/1679635523924099179/mda-pcp5fx5bfrctx9pu.mp4
246.86ms,CCTV5,https://stream1.freetv.fun/62690505ebeacb4c0bd10b458fe443822fd7c26e9ec1d96e5d1a23137418e4a7.m3u8
246.87ms,四海钓鱼,https://migu.188766.xyz/?migutoken=fc00e9564d98660d59420a0215e81acb&id=%E5%9B%9B%E6%B5%B7%E9%92%93%E9%B1%BC&type=yy
246.88ms,[BD]原住民族電視,https://stream1.freetv.fun/yuan-zhu-min-zu-dian-shi-3.m3u8
246.88ms,[HD]pro sport international,https://stream1.freetv.fun/pro-sport-international-1.m3u8
246.88ms,入青云第31集,http://cjx.999315.xyz/yzzy/20251025/3827_b5b8c484/index.m3u8
246.95ms,新红楼梦6,https://play.hhuus.com/play/nelXMQ5e/index.m3u8
247.03ms,[BD]africa 24 english,https://stream1.freetv.fun/africa-24-english-1.m3u8
247.06ms,唐朝诡事录24,http://cjx.999315.xyz/yzzy/20251117/6698_ad067202/index.m3u8
247.08ms,靖天戏剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058
247.08ms,北方姑娘,https://vd3.bdstatic.com/mda-ncc6hbwdde59r16h/sc/cae_h264_delogo/1647146424330053026/mda-ncc6hbwdde59r16h.mp4
247.12ms,[BD]内蒙古农牧,https://stream1.freetv.fun/nei-meng-gu-nong-mu-2.m3u8
247.13ms,[BD]五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-5.m3u8
247.14ms,DIDIKTVKPM,https://stream1.freetv.fun/didiktv-kpm-1.m3u8
247.15ms,[BD]global trekker,https://stream1.freetv.fun/global-trekker-1.m3u8
247.21ms,[HD]rtp açores,https://stream1.freetv.fun/rtp-acores-4.m3u8
247.24ms,[HD]sportsnet ontario,https://stream1.freetv.fun/sportsnet-ontario-4.m3u8
247.39ms,阿国哥_暂别离,https://vd2.bdstatic.com/mda-na0gq1qdvtc7dn21/sc/cae_h264/1641053414585020942/mda-na0gq1qdvtc7dn21.mp4
247.43ms,AKC TV Puppies 24/7,https://install.akctvcontrol.com/speed/broadcast/140/desktop-playlist.m3u8
247.48ms,中视闽南频特,http://zb.hpc.tw/smtv.php?id=zhongshihd_twn
247.51ms,「河南」洛阳音乐广播,https://tv.iill.top/fm/1249&token=d01b299b3b7eff22e7b7962a052f17f146b2e5e7c020e54920b6b236fd31d6b1
247.52ms,Sony Ten 1,http://zb.hpc.tw/smtv.php?id=ten1_raj
247.53ms,变形金刚_2K,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4
247.54ms,[BD]博斯無限i,https://stream1.freetv.fun/bo-si-wu-xian-i-1.m3u8
247.58ms,采昌影剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv049
247.63ms,整容归来,https://vd3.bdstatic.com/mda-ji1xe9cmasuh0722/hd/mda-ji1xe9cmasuh0722.mp4
247.70ms,Temecula TV (Temecula CA) (1080p),https://reflect-temecula.cablecast.tv/live-2/live/stream-1/live.m3u8
247.71ms,《好听情歌8首》,https://vd4.bdstatic.com/mda-nca4dy51snpz9cnz/sc/cae_h264_delogo/1647144982589585207/mda-nca4dy51snpz9cnz.mp4
247.75ms,有线新闻频特,http://zb.hpc.tw/smtv.php?id=hoycaijing_twn
247.82ms,寰宇新闻频特,http://zb.hpc.tw/smtv.php?id=huanyuxinwen_twn
247.82ms,SPO TV 2,http://zb.hpc.tw/smtv.php?id=go_spotv2
247.89ms,龙华洋片频特,http://zb.hpc.tw/smtv.php?id=lunghuawestern_twn
247.94ms,Astro Premier League 2,http://zb.hpc.tw/smtv.php?id=go_assp2
247.95ms,[BD]大愛二,https://stream1.freetv.fun/da-ai-er-3.m3u8
247.98ms,东南卫视频特,http://zb.hpc.tw/smtv.php?id=fujian
247.99ms,[BD]太谷新闻综合,https://stream1.freetv.fun/tai-gu-xin-wen-zong-he-1.m3u8
247.99ms,NBA TV (1080p) [Geo-blocked],https://amg00556-amg00556c3-firetv-us-6060.playouts.now.amagi.tv/playlist.m3u8
248.01ms,[HD]sbs ubc,https://stream1.freetv.fun/sbs-ubc-1.m3u8
248.02ms,东森新闻频特,http://zb.hpc.tw/smtv.php?id=ettvnews
248.04ms,原始技术,https://www.goodiptv.club/huya/20985858
248.07ms,CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=62d20d22fd1224adeba9b74536972a699d7cb5710d1c14265aae4924f49dd7cebbdb76c522c3c36746ae793b0063d0788947d713f80518111e5fa48d30eef2f548cced758ad50ed58a2f319266
248.09ms,龙梅子都说,https://vd3.bdstatic.com:443/mda-ma7cm59x1m4015ip/v2-hknm/1080p/mda-ma7cm59x1m4015ip.mp4
248.23ms,寂寞的人伤心的歌-龙梅子、杨海彪,https://vd4.bdstatic.com/mda-kb5gc9c1vmtz93g8/v1-cae/sc/mda-kb5gc9c1vmtz93g8.mp4
248.27ms,XITE Hits,https://d726x48n2pd5h.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-skxr1pazhltvp/XITE_Hits.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.us_privacy=1YNY&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.ssai_vendor=SSSLIVE&ads.service_id=USBD3300004RH
